Категория;Ключевое слово;Частота Yandex;Регион;Дата съёма;Затравка;Затравок;Намерение;Слов
Обувь для бокса;борцовки адидас комбат;1;149;2026-08-19;борцовки;1;бренд;3
Обувь для бокса;борцовки комбат;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;обувь для борьбы борцовки;1;149;2026-08-19;борцовки;1;общий;4
Обувь для бокса;спортивная обувь борцовки;1;149;2026-08-19;борцовки;1;общий;3
Обувь для бокса;борцовки для борьбы спортмастер;1;149;2026-08-19;борцовки;1;общий;4
Обувь для бокса;борцовки купить спортмастер;1;149;2026-08-19;борцовки;1;покупка;3
Обувь для бокса;борцовка рсо;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;борцовки для бокса;1;149;2026-08-19;борцовки;1;общий;3
Обувь для бокса;борцовки для бокса мужские;1;149;2026-08-19;борцовки;1;общий;4
Обувь для бокса;куртка борцовка;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;борцовка мужская фото;1;149;2026-08-19;борцовки;1;нецелевое;3
Обувь для бокса;борцовка самбовка;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;борцовки оригинал;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;золотая борцовка;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;майка борцовка фото;1;149;2026-08-19;борцовки;1;нецелевое;3
Обувь для бокса;покажи борцовок;1;149;2026-08-19;борцовки;1;общий;2
Обувь для бокса;самбовки и борцовки разница;1;149;2026-08-19;борцовки;1;общий;4
Футболки;боксерские футболки;1;149;2026-08-19;футболка боксерская;1;общий;2
Лапы;лапы ракетки для бокса;1;149;2026-08-19;лапы для бокса;1;общий;4
Снарядные перчатки;снарядные перчатки клинч;1;149;2026-08-19;снарядные перчатки;2;бренд;3
Защитное снаряжение;защита голени и стопы для единоборств;1;149;2026-08-19;защита для единоборств;2;общий;6
Защитное снаряжение;защита стопы для единоборств;1;149;2026-08-19;защита для единоборств;1;общий;4
Защитное снаряжение;защита для единоборств детская;1;149;2026-08-19;защита для единоборств;1;общий;4
Защитное снаряжение;защита паха детская для единоборств;1;149;2026-08-19;защита для единоборств;2;общий;5
Защитное снаряжение;защита паха для единоборств как называется;1;149;2026-08-19;защита для единоборств;2;общий;6
Защитное снаряжение;защита голени бокс;1;149;2026-08-19;защита голени;1;общий;3
Защитное снаряжение;защита голени для тайского бокса;1;149;2026-08-19;защита голени;1;общий;5
